text	label
大兴海棠213-325平米独栋别墅280万起全款96折	1
评论：民意一直都在支持限价房	1
北京木樨园世贸商铺六百投资人向开发商要产权	1
北京规划委强制传真 催促开发商同意地王改规划	1
东二环璞�精装100平起3-4居在售全款99折(图)	1
石家庄在建厂房坍塌现场 记者采访受到攻击	1
楼市回暖扑朔迷离 地产企业在自焚还是自救	1
顺义京汉铂寓96平起精装2-4居在售可享95折	1
泄洪区违章建房震裂36户民房(组图)	1
石景山京汉铂寓小户型2010年1月开盘(图)	1
亦庄新盘合生世界村即将入市	1
郭晶晶庞伟获赠北戴河60万海景房(图)	1
顺驰领海浅水湾现房仅余10套均价10000元(图)	1
智地・香蜜湾50至70平花香LOFT在售	1
大亦庄新城崛起 天鹅堡悦湖定位城市别墅黄金坐标	1
13号线中国铁建花语城5-6月开盘	1
品质坚挺万科缔造新纪录	1
朝阳凌云名苑97平米起2-3居开盘推97折省14万5	1
一季度GDP同比增6.1% 房屋销售价格同比下降1.1%	1
东四环华纺易城144-148平米3居现房在售(图)	1
长春：延续房市小阳春 楼市出现恐慌性购买	1
京东育龙香苑53-113平一至三居均价4700元(图)	1
天鹅堡归墅回馈业主感受母亲节温馨活动(组图)	1
碧桂园重回广东重心化 商业模式受挑战	1
通州中建红杉溪谷市内接待中心现已开放(组图)	1
大兴果岭假日66平起花园洋房折后均价13500	1
东方雨虹两涨停 与万科合作杯水车薪	1
昌平领秀慧谷2期57平起1-3居明年初开盘	1
恐慌性购房传导楼市井喷 决策新政狙击投机泡沫	1
二环左安门璞�精装房均价35000元全款98折(图)	1
宝龙地产拟赴港IPO融资39亿港元	1
通州华业东方玫瑰4月29日开盘均价16000享95折	1
中国住宅寿命平均30多年 发达国家一般超过70年	1
上海涨幅最高楼盘一年上涨超120%	1
招商地产融资50亿 下半年加大掠地	1
大兴首邑溪谷多种类型房源在售待推联排别墅	1
首开国风美唐召开端午节活动	1
财经人士苏培科解读经济走势	1
龙湖长楹天街倡导360°休闲生活圈	1
天津翠金湖美墅岛5月30日开盘均价待定	1
东五环富力又一城88平两居在售均价13500元(图)	1
海淀红杉国际公寓精装50平起1-2居享99折(图)	1
16号线红莲南路站周边楼盘-第三区观邸	1
天津翠金湖美墅岛230平起联排8300元享93折	1
东燕郊纯新盘美林君渡预计年底开盘均价7000	1
海淀橡树湾四期在售可省15万三居户型点评(图)	1
中粮万科长阳半岛2次开盘售罄示范区9月中开放	1
昌平珠江摩尔国际中心80平米起2-4居均价29500	1
昌平杏花谷庄园197-240平独栋别墅均价6600元	1
图文：广渠门外10号现场图之广和路	1
合生-世界村端午节小长假认筹火爆（图）	1
11月6日顺义中铁花溪渡样板间开放 引众人共赏	1
首开熙悦山推长阳区域最具竞争力团购价(组图)	1
爱创意爱自由爱阁楼 北京时尚阁楼大集合	1
远洋东方成就城市便捷生活典范 繁华不落幕	1
潮白河孔雀城4月3日推出270平联排优惠10万(图)	1
东5环首开常青藤82平2居均价28000全款99折(图)	1
北京十大建筑：国家图书馆(二期)	1
开发商压盘赚暴利 专家称房价明年中期回调	1
地产商首推石雕创作营 海内外大师定制社区园林	1
看世界杯32强 逛京城楼盘之G组风云(组图)	1
华润置地大兴17号地预计年底推花园洋房(图)	1
热钱来势汹汹房价或再度暴涨	1
海口商品房均价4702元平方米 闲置率过高	1
住建部官员：住房优惠政策大部分无截止日期	1
上东8号交房在即 10月9日举行封顶仪式	1
北京公租房下周办理申请登记	1
贡院9号全面入市 财富阶层聚焦长安街豪宅	1
月犁中医医院为老年人提供健康保障(组图)	1
房山北京城建徜徉集待售新房可享直降4万优惠	1
东二环金泰城丽湾开盘10号楼(图)	1
京南板楼北京第九区均价4380排号98折(图)	1
石景山金谷香郡5月推96-140平均价20000	1
仅有买房后悔权还远远不够	1
享政策利好承接北京外溢资源 探孔雀城又一力作	1
廊坊盛德金地预计7月中下旬推50平起1-3居(图)	1
广州27宗地王20宗未动工	1
新闻晨报：楼市涨价真相	1
林达海渔广场乐居购房日销售过亿成交80余套(组图)	1
北京四区域地铁沿线房大热 租金涨百元仍抢手	1
远洋一方亲水岸实楼样板间璀璨绽放	1
西派国际现剩3套现房在售两居均价27366元(图)	1
恒大11月在香港联交所挂牌上市	1
崇礼香雪Village12月4日开盘40平起均价6088	1
海淀清河新城56-139平1-3居最高优惠18万元	1
东亚新华韩磊：我们有义务对客户购房进行引导	1
北京迎来别墅投资的春天(图)	1
昌平金隅观澜时代88-91平米两居户型解析	1
广州打响地王狙击战 保利富力谁将被罚	1
海淀橡树湾11月21号开盘推95-155平2-3居	1
汇四海尊容2009全球价值启幕盛典	1
中国城镇住房消费增长加快 楼市回暖迹象明显	1
北京居民股票和房产投资意愿回升	1
万科长阳祥云湾工地初体验活动圆满结束	1
潘石屹：沪甲级写字楼价值被低估	1
通州8哩岛30余套160-260平米洋房及别墅待售	1
燕郊孔雀大卫城一六线8月推1-3居45万元起售	1
FIABCI优秀奖可持续项目类：Rochavera大厦(图)	1
7月北京房租创3月来最高 住宅租赁均价2509元	1
丰台鹤巢居70-80平米三居复式现房在售35000元	1
小汤山北京太阳城1居均价9500元全款98折(图)	1
北京六环期房均价跨入万元门槛	1
近期优惠项目推荐 望京小户型最高直降40万	1
顺义金宝城90平2居在售均价19400全款97折(图)	1
亦庄海棠余9套213平起独栋别墅总价266万元起	1
别墅地下室突变游泳池 业主起诉开发商	1
昌平金隅万科城精装85平起享99折	1
大兴抄底楼盘绝密情报 新88平2居18000享97折	1
唐亮：国奥官网打造首个买房互动网络平台	1
东亚三环中心四号线首站37万起全款92点5折(图)	1
丰台中国铁建青秀城71平起一至三居11月底开盘	1
西二环金泰丽湾大厦商住公寓6月开盘16000(图)	1
我的北京我的家每周一星火热出炉(组图)	1
燕郊天洋城三期50平起均价10000返5000大礼(图)	1
丹佛尔湾 高尔夫别墅带来的绝妙GOLF人生(图)	1
香河盛达金盘123-138平复式商铺均价9000元(图)	1
6月一手房价重上9字头成交量破5年来历史纪录	1
京西南发展政策出台 宣武区变身城市重心	1
香河珠光御景17日推71平起2-3居均价6500	1
前4月北京四环内期房均价达每平方米15593元	1
北青复刊三十周年高峰论坛在财富公馆成功举办	1
华业东方玫瑰10月推30平起0-2居独家优惠	1
固安龙TOWN6月推1-3居V团购额外享98折	1
中铁置业翰庭LOFT小户型25000起全款98折(图)	1
燕郊华泰忆江南70平起2-3居通透现房8400元	1
110平米新房只卖20万元 业内人士提醒购房陷阱	1
太阳公元4月18日内部排号全款95折18000元(图)	1
百年名校北京第一实验小学入驻瑞雪春堂	1
三元桥橡树公馆酒店式公寓60-100平全款96折	1
关之琳出售07年豪宅 两年劲赚6千万	1
奥北佳莲时代广场精装现房21000元全款98折(图)	1
全城瞩目 金茂府携手新浪打造北京房产电商第一案	1
金地朗悦周末三重好礼大放送	1
龙湖花墅香醍8月实景样板区即将盛放(组图)	1
西三环悦园61平米一居现房均价28000元(图)	1
二次房改最大问题在土地价格双轨制	1
天恒乐活城高板实体样板间璀璨开放	1
怀柔山水天地酒主题公园将推500平起独栋别墅	1
顶秀美泉小镇迎新春欢乐嘉年华活动圆满举办(图)	1
房山长阳光和作用6月4-6日推特惠活动直降8万	1
东五环首开常青藤10月中下旬推新二居户型点评	1
开发贷瘦身幻象 房企与保险资金打得火热	1
房山城铁旁中国铁建原香小镇2010年2月开盘(图)	1
四合院房柱朽 墙将倾无人修	1
丰台亚胜铂第公馆精装小户型准现房均价28000	1
制约房价非理性上涨撒手锏：增加廉租房供应	1
金九楼市闹哄哄	1
星河185迎端午推出10套总价639999元特价房	1
管庄杨闸CROSS朗廷毛坯均价7900元(图)	1
朝阳工体北路屯三里56平起精装0-1居可省4万(图)	1
8月9日圆明园国宝四大兽首垄上神秘出展(组图)	1
大兴波普工社46平起0-3居首付35万起可享94折	1
朝阳北京奥林匹克花园大户型均价13500元(图)	1
多轨楼盘领秀慧谷近期推新房现可办登记卡	1
通州观景别墅中建红杉溪谷近期推出	1
北京少儿素质教育论坛在鸿坤理想城举行	1
廊坊江南水郡88平米2居均价5300元享98折	1
宜家在京建亚洲最大旗舰店	1
房山提香草堂别墅在售全款98折最高可优惠22万	1
别墅价格看涨成共识(组图)	1
东湖湾上演浓情非洲体验之旅	1
杭州年底落户买房再掀高潮 二手学区房涨势凶	1
11月10日业主完美入住黄村博悦府	1
亦庄生活配套设施日趋完善 盘点区域热门楼盘	1
EMBA10KM健康走 2011玄奘之路走进西山壹�院	1
易至居于第四届数字城市大会召开之际上市	1
通州天鹅堡悦湖联排别墅以及叠拼别墅现房在售	1
房企还差钱 房地产信托借小阳春回暖	1
金隅万科城新楼6月底开盘推90平精装小三居(图)	1
温州个人合作建房生变	1
北京楼市 盘点限购后的几大逆势热销	1
乐居信报联访顺义最热新盘-香悦四季(图)	1
燕郊抄底楼盘绝密情报 70平米起1-3居均价8200	1
福建将加强廉租住房保障工作 着力提高保障水平	1
绿茵泉城2套尾房在售240平复式均价7000元(图)	1
盘点全球10个最环保城市之三	1
激辩楼市回暖	1
贡院9号十余套精装现房在售均价4万120平起(图)	1
海淀西山国际城30-75平现房总价90万起享95折	1
8月京津沪穗深五大城市中高档二手房价再创新高	1
武汉：江城房价与成交量背离加大	1
香河北京欢庆城售楼处已开放预计2011年开盘	1
北京二手房连续两月量价齐升	1
朝阳远洋LAVIE近期推300-1500平独栋别墅	1
朝阳乐栋300精装40-58平米1-2居可享96折	1
我爱北京我爱亦庄亦庄国贸城市双中心激情穿越赛成功启幕	1
南京旧城改造 拆字变搬迁	1
朝阳区时代帝景精装小户型3月推出团购享99折(图)	1
北京金九银十房价涨跌真相大调查之华熙房地产	1
怀柔天恒别墅山现房别墅在售享97折优惠(图)	1
昌平白浮泉路龙山华府86平起2-4居低至95折	1
13号线太阳宫红玺台160平起精装3-4居送电器(图)	1
石景山诗景长安70平米起1-3居在售均价25000元	1
房山芭蕾雨悦都80平起2-3居均价16000可享94折	1
东三环首创禧瑞都精装塔楼预计年中开盘(图)	1
房山山水青城年底推60-121平1-3居板楼（图）	1
京城别墅市场成交量大幅提升 别墅或先筑底	1
水管内漏漏来36万催款 1595户三口之家可用1年	1
红玺台举办暖场系列活动之烤肉享乐汇	1
玲珑山新浪乐居独家团购高性价比引发市场关注	1
昌平纳帕海运河大户型4居独栋别墅97折优惠	1
东二环FREE自由季8月16日封顶15000元(图)	1
中海地产低调处理漏水门 重庆北滨1号启动退房程序	1
2010一渡新新小镇高尔夫精英邀请赛金秋开杆	1
两区合并消息刺激原南汇二手房跟风涨价	1
中国住交会企业回访 天地源品牌蝶变	1
固安紫御城68-158平米1-3居在售均价5800元	1
楼市大嘴潜力股：很多观点有其合理性	1
房山中国铁建长阳国际城新盘预计均价12500	1
大成郡跃层样板间客厅展示(组图)	1
大兴旭辉紫郡9月初开盘推大户型样板间开放	1
美国经济走出衰退还有多远	1
乐居信报联访最热新盘 低碳养生住宅北京ONE(图)	1
迪拜倒债危机对中国楼市泡沫的警示	1
北京公租房下周起接受申请 最长5年不能转租转借	1
顺义中粮祥云国际生活区双拼联排别墅98折优惠	1
深圳楼市去库存化加快	1
周小川：扩大投资是危机次优对策	1
北京宇达创意中心 为都市精英建造精神乌托邦	1
顺义澳景园双拼别墅及独栋别墅现房在售(图)	1
房价上涨推手：投资客入市 开发商业主跟风涨价	1
5+2生活方式渐受青睐 京郊百万别墅项目推荐	1
朝阳区大悦公寓推83平起1-2居现房均价35000	1
居民状告施工扰民获赔22万	1
今年湖南新增廉租房9.9万套	1
张元端：短期回暖不能说明问题	1
东五环富力又一城85平2居19000元全款99折(图)	1
大兴新里西斯莱公馆精装140平起2-4居23000元	1
八通线旁乐栋300精装33平起小户型6月开盘(组图)	1
怀柔世嘉光织谷8月中上旬推1-3居总价39万起	1
每三秒钟就走过一位美女的城市	1
昌平东亚上北鑫座精装小户型待售优惠25000	1
环渤海地交会成功谢幕 诚必达荣膺品牌地产商	1
西直门金贸中心100平起精装公寓在售97折(图)	1
开发商靠退房能赚钱 潘石屹称可多赚6150万	1
贯彻国四条市府发布会将解读房地产新政	1
8月份首批出让地块出炉	1
京东燕京航城69-324平精装现房限量发售(图)	1
长滩壹号贵宾卡办理中 开盘当日享99折	1
香河京汉君庭5月推51平起1-3居登记享优惠	1
城乡规划督察员要做规划部门反腐利器	1
密云保利花园80-155平米2-4居在售起价7800	1
璞�建立起一站式黄金摇篮教育体系(组图)	1
大兴润枫锦尚2-3居V计划独家团购直降2万优惠	1
通州北京ONE92-189平米2-3居在售明年中入住	1
朝阳北路卡夫卡公社7月底开盘均价1万3(图)	1
深圳收回39宗闲置土地 万科称加速中小房企退出	1
紫苑第五季双层loft即将面世 25万轻松入住	1
相约乐活共建绿色家园 业主网友欢聚乐活城	1
燕郊凤凰国际小户型4月开盘价格待定(图)	1
北京二手房9月上旬网签量激增64%	1
东三环BW五环41-221平1-2居精装公寓待售	1
美食达人秀厨艺 快乐美味共倾城	1
第18届中华建筑金石奖典礼及台湾考察成功举行	1
北京今年旧城房屋修缮完成96%	1
通州华业东方玫瑰推新均价17000享95折优惠	1
朝阳北京城建筑华年28日推86平起2-3居新房源	1
融科业主圣诞嘉年华缤纷璀璨	1
西单上国阙165平起2-4居现房在售可享97折(图)	1
河北崇礼雪绒堡50平起1-2居现房在售均价4800	1
通州京洲世家14日推特价房2居最高优惠57万	1
三亚未来核心海域东和福湾比肩世界持续热销	1
全经联商学院管理案例沙龙第十期成功举办	1
大兴亦庄林肯公园在售最高可省近8万	1
温家宝提出四项措施抑制房价过快上涨	1
延庆龙聚山庄200平起联排与独栋别墅均价4500元	1
怀来波尔多庄园5月开盘均价8700全款97折(图)	1
朝阳区中建玲珑山售楼处10月开放11月预销(图)	1
通州世纪星城全朝阳12月20日推新房98平起(图)	1
近期新盘推荐 朝阳3月推2居精装公寓	1
御汤山国庆长假期间将举办意大利珠宝风情节	1
昌平北京湾四居独栋别墅最高优惠165万	1
部分楼市优惠政策可能年底终止 房价将小幅震荡	1
华业东方玫瑰10月推40平起1-2居登记享优惠	1
一餐一世界 年夜美食汇聚金宝街	1
东2环璞�精装110-180平3-4居可优惠75600	1
朝阳CROSS朗廷大开间50-100平米均价24000(图)	1
JP摩根调升房地产建筑商板块评级	1
华北首席纯生态―美芦庄园项目专访	1
顺义首都机场东南纯新项目翼之城即将推出(图)	1
楼市里的非诚勿扰 主题相亲会为保利罗兰香谷再加分	1
西红门鸿坤理想城90平起2-4居在售可优惠14万	1
顺义红杉一品105平起精装2-4居均价17500	1
固安橘洲前期售罄后期待推1-4居板楼新房源	1
自管物业向业主晒账目 试行半年业主定去留	1
金隅&#8226;观澜时代耀世启幕 当日认购超150套	1
北京地产资信20强评选启动	1
房企巨头逆市突围 谁将掀起7月打折狂潮之首开	1
低总价小户型领跑北京楼市	1
《建国大业》演员豪宅大曝光之赵薇	1
昌平东亚上北鑫座小户型待售优惠25000元	1
住宅专项维修资金支取太难	1
回龙观矩阵四期1月中旬推小户型现房公寓	1
望京大西洋新城聆湖苑7期尾房在售全款96折(图)	1
八达岭孔雀城4月23日推新品现可排卡(图)	1
朝阳公园旁东岸精装现房1-2居在售均价30000元	1
君安国际父亲节活动认筹过百	1
东城中轴国际530-550平精装四居现房贷款98折	1
首开常青藤11月中旬开盘94平小3居14500元(图)	1
顺义万通天竺新新家园联排别墅现房总价800万起	1
198栋罗皓：大兴最大优势在于其尚不成熟	1
昌平区域受热捧 旅游置业两相宜	1
金隅&#8226;万科城温馨之旅第三站活动快报(组图)	1
五矿万科如园传承中国古建筑天人合一美学精髓	1
龙山华府全家庭山居  独家购房享9.3折优惠	1
金隅万科城金十字区地铁链城全生活社区(组图)	1
昌平纳帕海运河推大户型300-435平独栋别墅	1
华润西堤红山精装38平米一居预计4月开盘(图)	1
8月上海豪宅量价均创新高 政府关注海外买家	1
近期重要新闻回顾	1
东城区贡院9号精装450平起大户型在售可减165万	1
京城最大降雪 难挡霄云里8号热销	1
丰台亚胜铂第公馆35平起0-3居精装准现房在售	1
机构称上周一线城市楼市成交普遍下跌	1
东直门首开铂郡精装1-3居10月中旬开盘	1
顺义富力湾余7套独栋别墅12月特惠91折	1
买房应对通货膨胀是个天大陷阱	1
长阳新盘建邦华庭  引领京西品质生活	1
河北香河高品质休闲社区珠光御景即将推出(图)	1
望京远洋万和公馆推新户型均价待定	1
临空经济时代开辟商务与生活全新革命	1
中国家庭私人财富中40万亿为住房 已成一座大山	1
运河岸上的院子 大院里坐看云卷云舒	1
朝阳沿海赛洛城130平2-3居板楼在售享98折	1
南二环中海紫御公馆在售60平起2-4居全款98折	1
顶级会所成豪宅金字招牌	1
八通线远洋一方86平二居在售均价25300享98折	1
中关村中铁置业翰庭小户型90万起(图)	1
昌平温哥华森林北郡400平起独栋别墅全款98折	1
怀柔龙山新新家园大户型独栋别墅现房可享97折	1
中国10个环境最好的旅游城市：烟台(图)	1
顺义通透板楼阿凯笛亚别苑预计09年10月开盘(图)	1
河北中瑞花园别墅190-498平米均价11000享95折	1
房价收入比须辨证看	1
大隐隐于市探低密精装大宅 解密华润公元九里	1
海淀正源定慧福里现房2-3居在售折后均价38000	1
雨润地产拟上市 祝义才或控三家上市公司	1
孔雀大卫城预计6月中开盘均价5500元(图)	1
丰台西4环大成郡余200平起精装跃层均价38000	1
9月推60平起1-2居起价1万 价格成主要竞争优势	1
昌平金隅观澜时代卡梅郡洋房9月25日摇号选房	1
金科廊桥水岸8万平米河谷公园盛妆启幕	1
固安孔雀大卫城4号线期房全款92折均价6500起	1
北京商业地产升温明显 西三环写字楼多数满租	1
郭曦：六十年中国的自信	1
口碑效应 金科廊桥水岸以质服人开盘即热销	1
燕郊东贸国际花园35平米起0-2居均价11000元	1
CBD用不着走太远	1
香河盛世家园3月推55-144平1-3居均价6500元	1
南2环一瓶108-150平2-3居尾房在售全款97折	1
上奥世纪中心酒店公寓现房59万起全款98折(图)	1
昌平纳帕海运河300-435平独栋别墅均价8700元	1
北京丰台区押宝600亿元新金融街	1
国奥区合立方精装LOFT公寓开盘国庆全款98折(图)	1
建外大街长安六号推40-120平精装1-3居送家电	1
河北龙TOWN已开盘在售57平起1-3居均价6500元	1
中央别墅区财富公馆仅剩一独栋准现房别墅(图)	1
京城楼市战乱纷纷 各大房企求销量上演三国杀	1
顺义东香庭75平起1-4居现房6月开盘均价12000	1
燕莎精装华远九都汇12月20日开盘全款97折(图)	1
房产巨头拿地大战愈演愈烈 二线城市大举圈地	1
怀柔苏园460平起独栋别墅现房在售享97折优惠	1
朗文世家交通配套全面完善 八年领海坐享其成	1
立足东CBD都会前沿 远洋东方打造城市景观豪宅	1
开盘价小幅上调 热销仍在继续	1
南2环中海紫御公馆待售精装62平起2-4居享98折	1
海华堂T2号楼8月30日开盘16000元2万抵3万(图)	1
北京南城计划启动 房产价值强劲拉升(图)	1
南四环蓝光云鼎50-70平米精装小户型在售	1
9月北京14个小户型楼盘集中入市	1
评论：单靠开发商不可能公布出真实房价成本	1
大兴新里西斯莱公馆2居17000元可享96折	1
东二环朝内商圈最具投资潜力物业北京INN全款96折	1
海淀公寓宜品上层小户型总价73万全款98折(图)	1
世界十大绿色建筑盘点之迪拜大楼	1
廊坊恒基现代城3月底开盘85平2居均价5100元(图)	1
通州尚东庭上层叠拼别墅准现房起价16000(图)	1
规划概念透支房价 北京CBD东扩要慎重	1
胡润今天公布富豪财富榜	1
盛世尚水城销售中心盛大开放	1
亦庄合生世界村6月待售102平起折后8500	1
顺义纳帕尔湾330平起精装别墅现房最高优惠72万	1
涿州市中心名流一品预计9月推出45平起1-3居	1
和庄中国创始人解读环首都休闲圈区域价值	1
东五环怡景溪园一期联排660万起待推新别墅(图)	1
朝青蝶泉花园双拼别墅地铁公交提升交通便捷度	1
金隅山墅联排均价22000元全款98折优惠(图)	1
亦庄线开通 拉升万科红版块潜力	1
世界十大消费最高城市第四位：日内瓦	1
近期优惠项目推荐 京北双轨交汇2-3居93折	1
通州珠江国际公馆推60平起1-2居起价15800(图)	1
张敬轩关智斌断背同居	1
亚胜铂第公馆特价房全款9折(图)	1
众多名企捂盘明细曝光 北京建委不予理会冷处理	1
秦皇岛精装�澜酒店式公寓板楼起价8700元(图)	1
购房员工未签合同 中石油支付团购预付款	1
国土资源部：地价房价比平均为23.2%	1
华彩国际公寓花艺讲座 插花艺术母亲节精美绽放	1
北五环清河新城2期8月将推90-130平2-3居(图)	1
交通购物学区俱全大盘园墅或引别墅板块创新高	1
华远地产新标杆华远九都汇引领国门高端物业	1
密云海阔水岸花墅新房源5月开盘均价10000元(图)	1
通州新华联运河湾11月中下旬推85平起2-3居	1
燕郊现代幸福城95平起2-3居均价4700每平减80	1
建筑大师伊东丰雄精心打造嘉茂园（组图）	1
西红门鸿坤理想城1-3居均价23000元全款96折	1
昌平绿城北京诚园171-336平3-5居在售	1
通州远洋东方9月初开盘均价18000元	1
朝阳公园宫庭九号150平起精装2-4居可享93折	1
顺鑫朗郡三期隆重登场  现房均价11480元平米	1
东四环北京华侨城5月开盘推3-4居新房源(图)	1
燕郊上上城第三季于11月15日开盘全款99折(图)	1
华联集团止步要约收购线 重组转身商业地产	1
1月全国房价同比上涨9.5%	1
房山加速度前进  万科幸福汇引领购房趋向	1
东二环精装现房起价18000元全款98折(图)	1
北京官方回应廉租房20个备案身份证号码为0	1
北京注销193家开发商资质(表)	1
房山山水青城65-121平1-3居均价3000享98折	1
怀柔世嘉光织谷200平米4居全款享98折	1
预告：26日陈艳萍讲述保利垄上的热销精神	1
涿州名流橄榄郡3月中旬推133平三居均价5800(图)	1
八通线通州华业东方玫瑰塔楼11月15日开盘(图)	1
地王频现与打折并存 考验楼市调控精细化水平	1
远洋一方二期选房排序现场实录(组图)	1
商业综合体北京LINK9月开盘园林11月落成(图)	1
置入南山建设资产 ST九发将变身地产股	1
昌平纳帕海运河300平3居独栋别墅均价9600(图)	1
通州世纪星城全朝三期待售100-144平2-3居现房	1
海淀宜品上层56平精装小户型起价16200享97折	1
丰台中景未山赋108平起2-4居在售全款99折(图)	1
大兴富力盛悦居9月10日开盘精装别墅均价23000	1
青年工社三期11月中旬开盘均价20000元(图)	1
免费医疗进星河185社区	1
密云北京曜阳国际老年公寓28日开盘享98折优惠	1
西4环玲珑天地28日推精装小户型可享94折(图)	1
华业东方玫瑰8月开盘乐居独享95折优惠	1
全球房价增幅中国排第九 开发商不差钱房价难降	1
昌平风情园80-180平精装别墅均价7800享96折	1
南四环翠海明筑81平2居板楼现房均价9900元(图)	1
房山阳光邑上准现房2-4居均价16500享98折(图)	1
东三环霄云里8号酒店式公寓98折均价29800(图)	1
三河盛世尚水城预计5月底开盘推1-3居公寓洋房	1
丽都商圈银河湾在售精装板楼大户型27000元(图)	1
亦庄林肯公寓精装LOFT均价17000(图)	1
以家为先：老年住宅设计破题之举	1
月入5000元单身女白领如何买房	1
访南京史上最暴利楼盘：高卖价可名正言顺捂盘	1
电商看房团第二波发团秦皇岛远洋・海世纪	1
雨水泡塌锦绣泉城两座楼外侧地基	1
慢城26岛二期流水岛屿别墅即将开盘	1
房山京熙府邸40平米起1-3居现房在售起价3400	1
30家建筑事务所造五洲	1
朝阳公园PARK北京预计8-9月开盘主推大户型	1
密云海怡庄园106.35平米经典两居户型点评(图)	1
顺义马可汇35平起1-3居11000元享93折	1
东莞洋房成交价破7000元大关(图)	1
广州一住宅地限售 石化企业中石化或接盘	1
西二环内凯迪尚府精装1-3居全款97折	1
增加供应是当前房地产市场最优选择	1
首城双景精装LOFT逆市热销(组图)	1
九家楼盘购房券等您申领	1
亦庄洋房悦廷27日收意向金12月开盘乐居减8万	1
戴迪获评2010年金凤凰地产年度人物大奖创新力奖	1
东五环富力又一城推出C16栋准现房均价19600	1
第7名东亚上北中心小户型在售均价9000(图)	1
大学城11号伴随昌平地铁开通迎来房屋需求高峰	1
社会精英阶层推动高档住宅领先市场回暖大势	1
房产税搅局传统别墅 创新型微别墅顺势待发	1
低密度花园洋房&nbsp;细致关怀高端置业人群&nbsp;	1
运河岸上的院子一亩到四亩的大院式别墅(组图)	1
固安龙TOWN蜗居换豪宅 大户型产品惊艳亮相	1
东四环地铁小户型美利山12月26日开盘独家99折	1
东二环东直门朝阳首府开盘两小时签约8亿	1
北京全年政策房土地供应提前超额完成	1
瑞雪春堂7月开盘排号1万抵3万(图)	1
京北园墅245平29号联排别墅近距离实景展示(图)	1
朝阳北京城建世华泊郡121平特价房减18万	1
融景城开始办理购房卡 10月底开盘13000元(图)	1
全国首个限价房案再生事端 业主要求未获支持	1
参加新浪V团购 独享龙山华府九三折优惠	1
大兴线枣园站新项目波普工社年底即将推出	1
门头沟绿岛水岸5月中下旬开盘可享折上折	1
上海建工掌门蒋志权：首先要解决老百姓住房	1
东城贡院9号主推120平起大户型现房低至98折	1
姚良松：房地产调整最低的时候已过	1
乐居独家淘房秘籍 京城高性价比教育社区top5	1
搭地王便车 北京大兴房价破万	1
密云学府花园100平起2-3居在售均价9500元(图)	1
复苏与改变中的房地产新未来 展望09博鳌论坛	1
安徽农村宅基地确权全面展开	1
大兴金地仰山施工图快照120平3居均价19000	1
石景山万达广场商务公寓均价15300元(图)	1
亚胜铂第公馆精装小户型均价14500全款94折(图)	1
昌平伊舍小镇60-120平米在售每套20-60万(图)	1
和裕首届“亦庄-国贸”双中心穿越赛成功举办	1
上证指数暴跌 投资房产让兜里的钱不缩水	1
地价纪录频繁刷新楼市大战一触即发	1
顺义誉天下二期誉皇殿精装380平米起别墅在售	1
套现4亿 华侨城天津转投50亿旅游地产	1
购房者认可 万科首试工业化成正果(图)	1
永定河孔雀城端午节真情回馈新老客户	1
北京考虑出台配套政策应对经适房出租	1
4家被曝光房企并非捂盘	1
橡树湾三期九月开盘大户型均价17000元(图)	1
瑞雪春堂7月推出2栋新楼均价7000元(图)	1
近期新盘推荐 大兴线纯新2-4居11800起	1
远洋新悦门庭若市 悦享卡登记火热进行中(组图)	1
楼市金九银十或将延后	1
挪威de森林推介会现场摇号实况（图）	1
香悦四季精装洋房10月24日开盘户型抢先看(图)	1
3.26孔雀幸福汇签约庆典  荣誉公民赴美首访	1
改变购房方式 质押贷款增加首付	1
物业税今年开征不大可能 或先对商业地产试点征收	1
13号线沿线红杉国际公寓精装55平起0-2居99折	1
通州金隅花石匠90平2居16000元1万抵10元优惠	1
半山半岛与华尔街大师的中国之缘(组图)	1
武夷城市左岸开盘5900元9折优惠(图)	1
金澳国际庆祝业主入住一周年 启动回馈系列活动	1
北京金九银十房价涨跌真相大调查之通州链家地产时尚街区店	1
招商借款10亿购地 急补土储锁定一线	1
冯小刚获赠杭州西溪别墅	1
昌平领秀慧谷预计3-4月开盘推1-3居新房源	1
朝阳中建玲珑山47-65平小户型均价18000	1
国内3大性价比最高的避暑胜地(组图)	1
亦庄林肯公园在售准现房22000元享95折	1
通州嘉筑北京2011年年内开盘2-3居现房新房源	1
小汤山金科帕提欧1月23日推90平2居2万抵5万(图)	1
燕都御景三期仅剩128平米三居价格40万起(图)	1
齐秦神秘小女友是地产商之女	1
楼市局部城市金九 二线城市成交大涨	1
陈志：政府加大投入 亦庄发展从房价走势可(图)	1
顺义顺鑫朗郡90平米2居在售均价9800(图)	1
房地产牛市预期将超3年 推动股市进入3年牛市	1
本周末7项目入市 5大低价万元盘月末抢开	1
金色漫香郡四期57-155平户型在售61万起	1
小乡村与大名人 许家印快步平稳走好每一步(图)	1
上海个别楼盘地价房价比高达69.8%	1
朝阳元大都7号现房210平米复式三居享95折优惠	1
下周一起北京市民可登记公租房	1
通州新华联运河湾2-3居在售8月特惠最高省10万	1
京津近七个月房地产市场监测	1
公司边选低价房省钱省力 现代白领置业推荐	1
天通苑尾房240平4居均价12000元3月底开新盘(图)	1
芍药居旁红玺台推71平起2-4居均价58000元	1
